-0.015228505	-0.09782979	-0.1547967	0.13537705	0.13682938	-0.02083768
-0.019596478	0.029898534	-0.038767613	0.0564064	0.03260881	0.012674606
1.3270458	1.3755304	1.5326903	-1.4809895	-1.4764909	1.0873922
0.29116023	0.30135423	0.2699163	-0.24932882	-0.3007617	0.20981067
-0.13768317	-0.1368488	-0.25458184	0.2565309	0.19676143	-0.091846235
-0.087593034	-0.090252146	-0.07836136	0.13248105	0.047043003	-0.06629034
-0.11877292	-0.15576075	-0.24675487	0.28355885	0.19548412	-0.00999185
0.04885576	-0.008179578	-0.018730866	0.036097914	-0.0064375196	-0.05202848
0.1776462	0.17595543	0.2748519	-0.29036066	-0.2480686	0.053780932
1.0903934	1.2163337	1.3545518	-1.3135334	-1.222497	0.9316488
0.38959885	0.40183213	0.39909166	-0.41152814	-0.46138537	0.38488194
-0.20357649	-0.21842974	-0.2703591	0.25663015	0.29228306	-0.13474622
0.06047646	0.088194154	0.012307622	-0.06243623	-0.066597655	0.13267554
-0.977103	-1.0715283	-1.1468581	1.0890102	1.014643	-0.88160783
-0.29462117	-0.3296193	-0.3352425	0.36230674	0.33943868	-0.30287364
-0.11412798	-0.19197734	-0.17898974	0.117977425	0.13017027	-0.1799657
-0.21614452	-0.26284716	-0.31390548	0.3257731	0.28484872	-0.16430992
0.12220563	0.14563018	0.03148477	-0.028106984	-0.033482987	0.21198934
0.058883917	0.051443387	-0.10502787	0.09087557	0.055272263	0.13160427
1.9555944	2.0602026	2.2055418	-2.1159098	-2.115855	1.6549944
1.2627531	1.2997996	1.3280839	-1.3542988	-1.3900658	1.1131037
0.7160355	0.64827794	0.751107	-0.70397085	-0.7366509	0.5542734
1.0327513	0.9909026	1.1769794	-1.1409318	-1.0449668	0.837189
1.6619836	1.696527	1.8538212	-1.7366155	-1.7863586	1.2975631
0.11710133	0.12263198	0.0136001855	-0.036140766	-0.10948938	0.1590202
0.8196889	0.7546281	0.774618	-0.7883461	-0.7199115	0.7101468
0.78615767	0.81810653	0.9290455	-0.85566443	-0.90226376	0.63559014
0.56349343	0.5366198	0.574051	-0.5396107	-0.4629602	0.45231387
